# Pathway	WF_34_qc_merged	WF_31_qc_merged	WF_22_qc_merged	WF_15_qc_merged	WF_17_qc_merged	WF_40_qc_merged	WF_33_qc_merged	WF_23_qc_merged	WF_10_qc_merged	WF_1_qc_merged	WF_25_qc_merged	WF_203_qc_merged	WF_3_qc_merged	WF_32_qc_merged	WF_13_qc_merged	WF_39_qc_merged	WF_2_qc_merged	WF_30_qc_merged	WF_36_qc_merged	WF_29_qc_merged	WF_20_qc_merged	WF_27_qc_merged	WF_37_qc_merged	WF_28_qc_merged	WF_35_qc_merged	WF_19_qc_merged	WF_18_qc_merged	WF_201_qc_merged	WF_38_qc_merged	WF_202_qc_merged	WF_11_qc_merged	WF_26_qc_merged	WF_204_qc_merged	WF_14_qc_merged	WF_24_qc_merged	WF_21_qc_merged	WF_16_qc_merged	WF_12_qc_merged
PWY-7214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17331	0	0	0	0	0	0
PWY-7216	61.8723	122.611	153.159	118.017	140.702	110.123	114.558	141.623	163.158	0	113.195	127.299	139.869	144.218	114.124	240.836	188.204	157.524	67.8108	0	201.199	192.221	225.618	153.299	210.734	208.081	176.826	63.1444	56.7488	0	75.9836	208.281	265.292	185.205	0	0	132.95	237.602
PWY-7218	1083.38	1188.06	1001.2	1211.76	1107.68	1106.46	1075.8	1068.6	1185.69	0	1118.9	1195.17	1175.78	1052.88	1129.76	1127.17	1205.22	1055.07	1033.07	1097.54	1113.01	1092.07	1087.12	1051.17	1090.89	1172.91	1160.27	1017.37	1081.37	1022.68	1108.8	1136.35	1233.29	1162.1	1079.02	0	1157.66	1198.91
PWY-7219	4135.76	4630.63	4615.96	4529.48	4773.43	4167.52	4844.07	3793.44	4169.34	0	3879.29	5241.74	4876.84	4201.45	4853.09	4558.88	4643.39	4733.83	4311.5	5038.47	5027.36	5087.69	3805.65	4291	4708.87	5006.68	5081.64	4330.91	4143.73	4832.2	4974.13	5082.5	5263.17	4929.49	4546.55	0	4807.11	5141.57
PWY-7220	516.12	565.444	569.454	691.117	426.001	766.651	432.824	870.813	322.46	0	652.434	447.46	284.233	359.295	567.329	823.518	374.427	375.842	874.396	443.352	385.917	649.012	865.664	486.324	816.256	568.78	426.317	1626.76	512.193	587.414	460.173	457.016	706.251	300.454	621.503	0	356.25	333.614
PWY-7221	2191.72	1780.35	1731.99	1921.36	1823.54	1981.22	1809.54	1770.96	1846.91	0	1740.19	2081.4	1973.5	1819.95	2029.77	1971.79	1951.13	1859.37	2054.44	1740.21	1671.76	1895.89	2060.64	1878.86	1692.07	1866.34	1859.38	2223.08	1933.22	1592.43	2035.09	1759.52	1957.94	1713.62	1715.55	0	1819.13	1758.45
PWY-7222	516.12	565.444	569.454	691.117	426.001	766.651	432.824	870.813	322.46	0	652.434	447.46	284.233	359.295	567.329	823.518	374.427	375.842	874.396	443.352	385.917	649.012	865.664	486.324	816.256	568.78	426.317	1626.76	512.193	587.414	460.173	457.016	706.251	300.454	621.503	0	356.25	333.614
PWY-7226	516.12	565.444	569.454	691.117	426.001	766.651	432.824	870.813	322.46	0	652.434	447.46	284.233	359.295	567.329	823.518	374.427	375.842	874.396	443.352	385.917	649.012	865.664	486.324	816.256	568.78	426.317	1626.76	512.193	587.414	460.173	457.016	706.251	300.454	621.503	0	356.25	333.614
PWY-7227	516.12	565.444	569.454	691.117	426.001	766.651	432.824	870.813	322.46	0	652.434	447.46	284.233	359.295	567.329	823.518	374.427	375.842	874.396	443.352	385.917	649.012	865.664	486.324	816.256	568.78	426.317	1626.76	512.193	587.414	460.173	457.016	706.251	300.454	621.503	0	356.25	333.614
PWY-7228	1633.18	1692.63	1399.29	1568.07	1540.57	1576.36	1585.66	1470.91	1548.41	0	1377.61	1708.07	1610.2	1570.5	1629.22	1589.04	1622.25	1558.9	1661.09	1524.98	1477.72	1634.92	1662.32	1691.81	1400.13	1543.46	1570.92	2024.31	1535.71	1354.51	1662.27	1573.28	1547.08	1449.13	1411.96	0	1570.64	1501.77
PWY-7229	3149.86	3554.73	3364.11	3508.72	3449.2	3273.46	3598.96	3017.59	3006.44	0	2956.47	3874.76	3481.86	3039.79	3742.54	3313.76	3320.71	3412.97	3321.54	3740.19	3638.36	3656.12	2825.65	3178.05	3411.33	3587.05	3583.76	3479.05	3309.32	3590.42	3763.17	3668.33	3744.2	3480.59	3263.47	0	3447.14	3606.26
PWY-723	2.46567	4.62706	5.06208	5.30027	8.32029	13.7627	3.2564	7.94151	6.71988	0	5.66718	13.2953	11.3521	18.7481	11.4556	3.92324	11.1416	9.28432	7.03365	4.59163	10.8525	7.48655	4.22902	8.67876	1.82211	19.2883	20.0562	2.23274	10.0906	5.15504	8.75205	11.6498	36.8119	7.68178	18.4739	0	14.3054	9.92521
PWY-7230	2345.16	2018.99	0	2391.94	2329.51	2263.18	2257.95	2162.53	2103.98	0	2055.12	2251.25	2283.08	2415.16	2227.27	0	2161.25	2431.83	2326.37	2215.31	2331.53	2303.31	0	2230.28	2253.47	0	2282.85	0	2355.74	0	0	2222.76	2075.24	2193.27	2228.12	0	2429.39	2097.07
PWY-7232	0	0	0	0	0	0	0	0	0	0	0	0	10.0287	1.30376	0	0	4.13081	0	10.8168	0	0	0	0	0	0	0	2.30133	0	0	0	0	0	0	0	0	0	0	0
PWY-7233	1539.68	1249.77	1321.87	1319.57	1217.87	1381.4	1217.01	1210.33	1099.95	0	1049.92	1261.45	1189.49	1267.56	1217.06	1114.35	1113.21	1308.68	1458.83	1277.36	1224.8	1294.54	1128.02	1261.58	1151.82	1164.45	1190.34	1350.83	1436.42	1264.21	1402.38	1233.7	1110.13	1235.93	1215.16	0	1264.77	1135.12
PWY-7234	1725.12	1097.9	907.127	1241.05	917.12	1467.44	1090.3	1081.61	1048.44	0	970.403	1233.73	867.978	910.406	1105.44	878.881	973.414	898.205	1473.41	901.068	997.077	776.815	933.399	1056.56	880.743	810.451	844.296	1320.09	1395.44	949.22	1175.99	847.426	1090.26	928.109	945.622	0	903.392	970.688
PWY-7235	1572.59	1352.29	1574.78	1605.8	1556.08	1514.85	1510.43	1447.36	1406.72	5059.84	1374.32	1512.22	1522.44	1611.62	1492.23	1443.58	1445.76	1626.31	1555.4	1481	1560.69	1543.07	1446.03	1489.4	1503.35	1468.74	1524.73	1402.82	1579.06	1547.03	1615.69	1485.58	1387.81	1469.04	1487.53	0	1622.16	1401.39
PWY-7237	16.5316	97.1896	76.0256	108.171	122.211	106.539	118.122	85.8119	95.4044	0	68.0319	79.5003	122.179	122.761	114.295	63.2404	69.7742	108.184	29.268	103.88	94.6755	107.373	58.1965	100.922	80.2085	114.028	123.498	103.762	65.8887	120.758	91.0761	117.269	58.2505	153.741	73.4439	0	129.25	144.688
PWY-7238	968.919	820.681	750.369	783.292	736.797	907.298	771.768	814.935	755.314	0	615.181	983.266	725.795	710.629	819.597	777.959	743.33	706.338	943.885	791.887	762.203	807.384	697.205	787.633	750.169	691.38	660.673	860.967	906.94	769.396	833.636	835.663	716.754	766.837	802.587	0	805.763	743.738
PWY-724	1773.71	1622.99	1775.28	1707.95	1690.3	1694.3	1646.21	1508.63	1504.8	0	1442.19	1674.23	1726.89	1721.1	1668.95	1633.31	1599.06	1741.17	1672.98	1689.93	1644.44	1707.02	1582.36	1731.95	1714.2	1604.14	1692.12	1685.19	1688.24	1635.67	1776.27	1600.3	1662.36	1619.45	1696.54	0	1731.99	1607.99
PWY-7241	623.505	481.142	618.062	493.372	498.301	558.344	502.516	481.584	514.384	0	466.431	599.741	562.73	514.956	508.903	613.722	453.255	508.051	588.119	463.469	525.126	513.639	544.525	419.127	560.115	495.036	553.042	645.823	590.589	519.78	526.398	488.444	584.026	522.916	711.675	0	503.911	487.161
PWY-7242	58.2473	267.083	250.231	232.988	346.305	190.656	241.684	308.815	377.52	0	307.853	239.242	274.092	385.47	177.451	351.759	513.434	330.731	63.7182	229.518	270.635	329.197	377.263	334.282	359.624	429.115	302.301	166.675	96.922	416.952	227.99	300.782	475.752	465.519	248.781	0	134.076	512.464
PWY-7245	1194.22	513.375	619.355	653.876	442.068	893.796	641.022	733.214	426.554	0	509.99	538.235	490.395	459.807	657.172	520.271	427.804	494.794	1082.32	559.926	413.86	408.482	583.975	635.858	667.262	485.132	480.541	1029.5	892.141	547.353	598.218	444.543	595.902	400.874	556.471	0	475.478	411.575
PWY-7246	0.372719	23.355	6.17403	1.798	4.8157	4.90864	4.12754	64.0291	9.05661	0	71.658	7.72141	2.05471	1.98127	2.55999	5.91297	4.06271	1.55638	7.73193	17.1896	7.03606	5.78788	26.9767	6.72024	9.41854	4.12504	4.19468	5.14058	2.51947	10.7073	1.44804	5.78175	24.5354	4.27389	10.3892	0	1.29852	4.93967
PWY-7247	153.274	384.197	184.263	225.733	383.299	231.79	334.307	384.719	405.076	0	371.67	244.233	255.482	455.566	202.487	342.978	487.746	415.08	185.979	311.747	252.122	297.677	455.07	649.48	329.138	491.758	306.155	197.075	176.834	406.888	194.87	346.002	427.698	411.615	294.522	0	148.337	504.78
PWY-7248	104.907	265.462	136.353	150.837	279.511	155.201	221.879	258.808	272.872	0	263.574	166.111	189.535	305.166	135.897	232.392	331.609	279.793	124.264	233.016	179.839	201.853	303.78	433.124	228.869	327.38	213.412	131.741	118.177	275.876	130.178	236.466	286.001	274.871	199.879	0	102.197	331.592
PWY-7250	447.27	1263.21	1235.27	905.487	1355.3	525.32	1000.81	675.315	1229.49	0	1180.63	932.948	1249.02	1244.39	1144.71	1073.95	1263.08	1262.49	333.224	1064.25	1154.74	1289.12	1164.91	1560.97	1061.37	1213.5	1216.97	702.01	524.039	833.696	1081.47	1416.31	808.349	1322.9	1117.2	0	1150.54	1219.57
PWY-7251	9.05438	35.7866	55.4903	32.4756	35.9706	29.0888	33.2432	26.9136	60.5539	0	39.9954	19.0335	26.0431	28.3012	29.6798	39.3131	37.1179	24.0127	11.0018	52.8955	46.8746	33.4217	23.4619	22.3794	46.9869	29.0683	34.6263	15.7888	23.858	37.7984	30.3676	41.2242	12.6409	75.0295	58.2233	0	33.5554	64.4466
PWY-7252	14.7296	25.6087	126.247	13.9488	122.09	9.17163	12.7487	15.783	154.88	0	17.1477	20.3053	134.372	58.1452	17.8913	40.7932	101.683	64.9781	16.862	30.7972	16.9338	16.3497	38.1097	35.6058	110.557	83.3378	26.6794	8.61837	19.2588	161.545	13.9664	16.558	21.2071	163.176	40.9828	0	81.5825	175.373
PWY-7253	14.7296	25.6087	126.247	13.9488	122.09	9.17163	12.7487	15.783	154.88	0	17.1477	20.3053	134.372	58.1452	17.8913	40.7932	101.683	64.9781	16.862	30.7972	16.9338	16.3497	38.1097	35.6058	110.557	83.3378	26.6794	8.61837	19.2588	161.545	13.9664	16.558	21.2071	163.176	40.9828	0	81.5825	175.373
PWY-7254	349.094	0	0	0	0	0	0	0	265.932	0	0	0	0	0	0	0	291.961	0	0	0	0	0	0	450.656	0	0	0	0	0	0	293.423	0	0	251.383	0	0	0	0
PWY-7256	1074.93	427.82	383.763	642.742	284.2	876.395	657.482	1017.53	296.707	0	928.877	393.321	165.671	191.812	720.597	341.668	333.497	206.468	1096.33	552.467	368.277	300.402	529.296	200.634	378.964	362.933	333.651	1183.44	777.103	626.103	611.339	325.415	383.463	212.373	302.638	13735.5	293.392	256.225
PWY-7259	1.88709	0.174062	2.295	0.990412	0.897735	1.79133	0.29286	0.91842	1.12242	0	0.80158	0.899872	1.18175	1.49525	0.553099	0.776842	0.69625	1.24399	1.8389	0.573538	1.89845	0.302627	1.20787	0.673463	1.45814	1.64753	1.6849	2.646	1.83691	1.54586	0.952607	1.30168	2.5968	1.66198	0.52365	0	2.29558	1.5775
PWY-7260	1.88709	0.174062	2.295	0.990412	0.897735	1.79133	0.29286	0.91842	1.12242	0	0.80158	0.899872	1.18175	1.49525	0.553099	0.776842	0.69625	1.24399	1.8389	0.573538	1.89845	0.302627	1.20787	0.673463	1.45814	1.64753	1.6849	2.646	1.83691	1.54586	0.952607	1.30168	2.5968	1.66198	0.52365	0	2.29558	1.5775
PWY-7261	382.445	1602.51	996.376	761.864	1100.51	809.223	1214.32	1219.79	1421.8	0	1427.77	805.707	1099.53	1116.98	964.948	1446.05	1328.98	1002.33	562.133	1323.25	1296.22	1435.04	1466.73	1475.61	1021.23	1222.7	1061.01	772.716	998.549	1262.71	843.982	1377.42	1345.85	1138.92	1204.39	0	868.378	1252.82
PWY-7262	0	0.670669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325434	0	0	0
PWY-7265	382.445	1602.51	996.376	761.864	1100.51	809.223	1214.32	1219.79	1421.8	0	1427.77	805.707	1099.53	1116.98	964.948	1446.05	1328.98	1002.33	562.133	1323.25	1296.22	1435.04	1466.73	1475.61	1021.23	1222.7	1061.01	772.716	998.549	1262.71	843.982	1377.42	1345.85	1138.92	1204.39	0	868.378	1252.82
PWY-7267	0	0.670669	0	0	0	0	0	0	0	0	0	0	10.0287	1.30376	0	0	4.13081	0	10.8168	0	0	0	0	0	0	0	2.30133	0	0	0	0	0	0	0	0.325434	0	0	0
PWY-7268	1586.61	666.954	810.31	836.642	570.842	1186.05	818.837	972.672	544.745	0	666.887	704.124	637.734	577.516	852.873	685.355	549.206	601.543	1438.12	719.107	513.403	510.235	759.859	808	875.428	638.089	624.293	1358.43	1178.42	717.428	767.092	554.921	784.393	519.399	722.409	0	616.924	532.085
PWY-7269	583.493	271.771	196.047	321.305	237.263	449.255	315.945	405.144	205.488	0	278.115	287.79	229.195	277.72	314.564	187.803	207.571	318.203	501.067	326.531	203.087	231.694	292.449	392.743	327.599	248.616	243.614	434.129	445.561	246.24	264.088	227.103	306.607	193.729	191.925	0	271.515	233.584
PWY-7270	0	0	0	0	0	0	563.288	483.998	585.38	0	525.62	577.626	0	528.847	530.871	0	552.719	547.955	520.661	521.858	521.819	573.981	482.868	505.388	0	0	561.596	0	477.791	0	0	0	0	543.953	0	0	513.551	538.594
PWY-7274	0	61.1582	66.6389	92.4761	77.7158	58.282	87.4396	91.1614	119.65	0	92.7634	129.297	99.2679	77.4209	116.139	120.171	90.1353	92.3648	50.6022	125.598	140.762	120.695	112.242	42.7772	80.3856	96.0843	78.9751	94.4106	90.5468	52.7862	97.4219	115.51	160.114	72.9436	0	0	75.9347	95.5979
PWY-7275	9.02681	85.6855	40.0282	17.095	37.2344	34.6026	29.3938	42.1688	39.8712	0	39.4658	23.4604	28.9815	99.0867	26.2601	69.4103	46.6127	55.0592	17.3425	34.6355	50.4364	34.9135	62.4798	160.13	32.3487	35.2061	23.268	22.2039	40.1323	18.5837	23.8309	47.1414	18.1506	40.9425	37.2762	0	44.0457	41.3407
PWY-7279	3.70845	0	0	0	0	11.0702	11.0535	0	4.64217	0	25.226	9.77775	0	14.3461	0.994311	0	3.54403	6.41114	0	0	0	0	0	11.1903	0	9.31687	6.24684	0	7.4474	0	0	0	0	0	0.908137	0	0	9.23887
PWY-7280	382.445	1602.51	996.376	761.864	1100.51	809.223	1214.32	1219.79	1421.8	0	1427.77	805.707	1099.53	1116.98	964.948	1446.05	1328.98	1002.33	562.133	1323.25	1296.22	1435.04	1466.73	1475.61	1021.23	1222.7	1061.01	772.716	998.549	1262.71	843.982	1377.42	1345.85	1138.92	1204.39	0	868.378	1252.82
PWY-7282	443.369	226.64	154.388	241.95	183.257	323.88	219.763	263.723	185.639	0	172.56	239.608	182.684	135.59	258.482	194.151	143.738	144.593	456.405	155.707	150.723	136.012	173.07	175.953	169.165	154.669	140.079	442.933	395.314	234.187	287.701	150.059	186.531	143.874	179.289	0	191.82	163.899
PWY-7285	5765.99	5146.75	6167.39	6246.36	6140.1	5772.38	6030.13	5657.58	5346.2	22769.3	5469.84	5729.37	5938.4	6465.73	5848.4	5592.31	5633.24	6461.07	5873.96	5775.7	6179.62	6076.5	5619.59	5790.04	6005.53	5738.47	6045.51	5023.64	5938.46	6020.26	6276.32	5874.22	5392.27	5652.03	5766.76	0	6396.55	5466.16
PWY-7287	1165.61	1067.11	1239.9	1191.65	1186.25	1110.76	1191.04	1168.09	1105.24	0	1134.73	1245.92	1232.69	1231.93	1180.53	1238.77	1101.8	1218.13	1148.19	1138.21	1218.11	1193.4	1171.16	1109.58	1208.32	1178.38	1236.78	1174.62	1144.81	1177.91	1190.5	1143.02	1197.01	1156.27	1252.48	0	1227.16	1118.55
PWY-7288	622.86	493.131	608.892	470.51	499.102	539.678	489.382	470.454	517.572	0	473.432	595.198	546.965	492.415	499.457	607.135	458.152	495.826	589.115	457.643	525.091	508.526	541.498	392.886	548.187	489.714	525.376	617.788	581.067	510.303	507.943	477.222	583.039	519.08	701.277	0	471.259	479.895
PWY-7289	215.574	865.131	464.029	478.434	685.045	369.294	586.371	952.475	667.387	0	1085.24	468.115	514.575	591.348	523.02	516.707	674.406	575.322	166.449	638.775	677.016	748.408	629.177	595.716	516.147	568.441	665.432	344.183	341.364	680.924	538.112	765.847	555.644	646.04	443.916	0	613.786	661.165
PWY-7291	0.358133	0.31258	2.48185	0.0182981	0	0.0226144	0.50191	0.133161	0.578712	0	0.935778	0	0.901555	2.47485	0.120841	0.836842	0.911872	0.0665621	0.891487	0.21179	0.742169	1.6737	0.194802	0.140771	1.25941	0.466412	0.0463106	0.14193	0.0848511	0	0.213139	0.729418	0.489014	0.651759	0.250046	0	0.199865	0.910833
PWY-7292	10.3055	1.34948	0	2.78587	26.548	4.11232	0	0.573233	0.360531	0	1.22241	0	1.03336	1.52125	0	0.183656	8.90587	3.802	9.5285	0.249324	0.208005	0	0	7.91275	0	0.354988	0.909088	0.453972	0	0	0.305941	0	2.11527	0	2.67995	0	0.243621	3.30393
PWY-7294	9.05997	60.5365	0	34.7814	0	45.5848	50.4894	0	40.1478	0	126.85	36.3344	40.325	0	0	0	39.9625	0	0	0	0	0	0	0	0	0	42.5743	0	20.4735	0	18.9736	31.9597	0	72.4433	0	0	0	0
PWY-7295	0	0	0	0	0	3.3737	0	0	0	0	7.06981	6.00301	6.10218	0	0	0	7.35356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5315	0	0	0	0
PWY-7297	0	0.331242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7298	3843.99	3431.16	4111.59	4164.24	4093.4	3848.25	4020.09	3771.72	3564.14	15179.5	3646.56	3819.58	3962.28	4310.92	3898.93	3728.2	3756.87	4307.38	3919.58	3850.47	4119.74	4051	3746.39	3860.03	4003.68	3825.64	4031.11	3349.09	3958.97	4013.5	4184.21	3916.15	3594.85	3768.02	3844.51	0	4264.36	3644.11
PWY-7299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591683	0	0	0	0	0.378289	0
PWY-7300	312.471	282.525	369.019	252.456	272.333	297.55	271.631	315.893	318.226	0	310.284	310.181	290.643	308.014	263.916	338.46	290.71	294.618	299.5	251.297	291.326	274.261	329.112	258.158	338.237	280.875	306.537	320.81	306.265	280.724	276.967	253.901	307.593	325.352	414.558	0	250.051	306.893
PWY-7301	2902.28	2617.92	3072.52	2993.84	2973.51	2780.14	3010.58	2791.13	2675.78	7589.75	2760.6	2989.21	3030.06	3029.95	2908.84	2957.21	2703.56	3052.59	2937.39	2868.24	3016.48	2980.04	2824.2	2696.45	3025.81	2854.86	3009.84	2818.57	2891.21	2935.33	2977.21	2865.6	2878.48	2788.42	3026.78	0	3078.56	2701.8
PWY-7303	0	0	0	0	0	0	13.7507	4.71625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7304	0	0	0	470.972	495.452	538.256	0	468.39	510.307	0	0	598.693	544.29	0	0	0	450.4	0	587.131	0	0	0	0	0	0	0	0	0	0	0	0	0	581.356	0	0	0	0	473.415
PWY-7305	0.0675731	0.58498	0.324105	0.886175	1.21963	0.627554	1.83034	0.265428	0.724875	0	0.359545	2.16541	0.334991	0.292491	0.221362	0.20964	0.426161	0.581808	0.426984	0.945014	0.241481	1.09587	0.587608	0.211116	0.334853	0.31815	0.368904	0.152644	0.285709	0.217638	0.484401	0.480945	0.742927	0.339597	0.593929	0	0.533868	0.609243
PWY-7307	0.0982795	0	0	0	0.234865	0	0	0.233891	0.262929	0	0	0	0	1.52125	0	0	0.302403	0.385043	0.644661	0	0.496524	0	0	0.348088	0	0.289454	0	0.588735	0.12909	0	0.147124	0	0	0	0	0	0	0.341292
PWY-7308	0	25.0504	0.892754	0	9.2805	0.290378	3.82549	0.143114	0.0487122	0	1.85434	1.07588	9.80303	0.0535411	8.29158	0.137792	2.25142	0.458168	0.387356	0	8.48285	8.10555	3.03186	0	0.105102	6.63608	0.222332	0.345146	0.510438	0.151028	0.938131	8.74492	0	0.176175	0.512385	0	0.0761249	2.81223
PWY-7309	2.12281	1.88613	0	0	0	0	2.10274	0	0.631379	0	2.19752	0	0	2.87825	0	7.55039	1.8229	0.156487	0	0	0	1.60388	1.556	0	0	0	0	0	0	0	0	4.28136	9.11123	0	0	0	0	6.0655
PWY-7310	165.723	170.773	551.993	333.792	448.826	441.738	218.721	480.807	442.469	423.015	207.055	545.898	391.609	491.168	351.773	548.158	383.562	380.373	222.742	278.606	270.222	352.093	353.913	335.45	308.24	383.023	384.791	318.327	394.504	652.92	361.693	313.224	646.233	435.345	501.753	0	493.809	464.408
PWY-7312	1019.3	1030.88	1111.09	1240.53	1221.22	930.071	1256.87	1206.04	1047.67	0	1223.21	1390.03	1373.13	1140.33	1310.61	1353.25	1113.07	1137.95	955.789	1249.67	1254.67	1248.11	1186.82	1054.73	1244.04	1335.84	1398.8	1452.79	864.818	1219.31	1119.72	1183.2	1348.14	1158.1	1106.52	0	1288.19	1166.31
PWY-7315	1019.3	1030.88	1111.09	1240.53	1221.22	930.071	1256.87	1206.04	1047.67	0	1223.21	1390.03	1373.13	1140.33	1310.61	1353.25	1113.07	1137.95	955.789	1249.67	1254.67	1248.11	1186.82	1054.73	1244.04	1335.84	1398.8	1452.79	864.818	1219.31	1119.72	1183.2	1348.14	1158.1	1106.52	0	1288.19	1166.31
PWY-7316	1019.3	1030.88	1111.09	1240.53	1221.22	930.071	1256.87	1206.04	1047.67	0	1223.21	1390.03	1373.13	1140.33	1310.61	1353.25	1113.07	1137.95	955.789	1249.67	1254.67	1248.11	1186.82	1054.73	1244.04	1335.84	1398.8	1452.79	864.818	1219.31	1119.72	1183.2	1348.14	1158.1	1106.52	0	1288.19	1166.31
PWY-7317	290.117	523.547	422.236	418.718	439.886	333.565	500.116	500.377	479.45	0	522.729	445.687	489.645	478.109	463.015	536.777	470.548	444.964	302.651	503.561	490.483	506.864	497.738	514.371	450.768	499.158	497.631	439.785	344.74	470.718	402.537	499.17	503.009	472.484	441.034	0	448.911	484.546
PWY-7318	807.012	1221.42	1072.85	1080.97	1180.98	889.789	1242.69	1210.63	1172.38	0	1291.4	1195.26	1281.93	1132.55	1195.39	1384.18	1185.04	1092.75	824.57	1274.2	1268.52	1310.42	1280.13	1195.02	1169.77	1298.12	1286.2	1226.1	909.395	1233.77	1027.8	1247.94	1347.38	1151.71	1139.14	0	1148.25	1195.15
PWY-7321	837.507	559.92	917.188	738.077	892.663	835.222	654.23	751.035	1017.08	1232.53	669.324	858.156	983.142	723.038	753.791	910.792	801.979	708.497	833.925	611.685	706.225	675.797	724.965	539.128	770.732	742.909	781.092	882.151	1053.7	968.267	748.406	634.213	776.35	951.811	926.469	0	930.381	803.68
PWY-7323	366.606	374.154	349.498	0	0	0	0	0	351.5	0	350.166	355.127	318.333	0	0	0	348.128	328.338	0	380.451	334.219	0	367.462	407.287	0	315.664	0	0	0	0	337.762	0	0	364.915	0	0	0	350.419
PWY-7325	5765.99	5146.75	6167.39	6246.36	6140.1	5772.38	6030.13	5657.58	5346.2	22769.3	5469.84	5729.37	5938.4	6465.73	5848.4	5592.31	5633.24	6461.07	5873.96	5775.7	6179.62	6076.5	5619.59	5790.04	6005.53	5738.47	6045.51	5023.64	5938.46	6020.26	6276.32	5874.22	5392.27	5652.03	5766.76	0	6396.55	5466.16
PWY-7328	1290.96	1166.02	1308.41	1096.58	986.279	1337.88	1167.7	1154.5	1093.23	0	770.738	987.604	1063.99	966.655	1146.57	1276.4	1047.15	931.471	1495.22	1178.4	1144.88	1042.86	1267.48	862.598	1217.1	1074.95	966.673	1305.34	1317.57	1160.58	980.312	1220.19	1252.24	1128	1261.02	0	989.579	1095.89
PWY-7331	938.21	716.632	924.768	709.588	745.537	809.084	723.61	742.819	799.835	0	698.423	906.269	821.303	756.723	745.825	921.047	699.348	756.892	881.063	671.449	777.791	754.634	811.813	599.672	834.754	744.321	784.093	936.461	870.591	761.155	770.065	709.005	881.195	777.322	1056.35	0	700.54	719.453
PWY-7332	1189.86	943.78	1071.22	990.804	946.685	1105.73	921.74	977.594	1027.25	0	849.373	1111.73	1035.95	897.236	972.841	1083.46	931.335	906.831	1135.17	911.165	980.196	973.805	1004.49	803.272	1010.92	940.896	992.574	1155.24	1100.82	965.006	1013.56	985.02	1058.92	990.762	1210.45	0	983.369	970.449
PWY-7333	1866.19	1418.06	1822.73	1403.93	1474.84	1610.04	1441.86	1403.48	1528.9	0	1385.38	1769.55	1630.58	1461.74	1486.38	1812.51	1349.98	1470.34	1756.97	1338.46	1547.14	1491.83	1609.31	1161.77	1626.49	1460.5	1558.36	1839.56	1736.38	1521.46	1509.34	1401.31	1737.54	1534.72	2091.99	0	1399.45	1419.08
PWY-7334	1866.19	1418.06	1822.73	1403.93	1474.84	1610.04	1441.86	1403.48	1528.9	0	1385.38	1769.55	1630.58	1461.74	1486.38	1812.51	1349.98	1470.34	1756.97	1338.46	1547.14	1491.83	1609.31	1161.77	1626.49	1460.5	1558.36	1839.56	1736.38	1521.46	1509.34	1401.31	1737.54	1534.72	2091.99	0	1399.45	1419.08
PWY-7335	112.803	204.709	270.18	271.577	288.083	247.282	205.074	351.664	281.149	0	301.664	243.818	234.318	294.339	235.29	440.848	250.515	290.313	131.08	114.248	218.029	307.213	583.253	271.288	261.498	200.9	229.86	83.8888	268.354	144.922	289.862	253.411	121.825	305.834	327.313	0	184.657	337.699
PWY-7336	1866.19	1418.06	1822.73	1403.93	1474.84	1610.04	1441.86	1403.48	1528.9	0	1385.38	1769.55	1630.58	1461.74	1486.38	1812.51	1349.98	1470.34	1756.97	1338.46	1547.14	1491.83	1609.31	1161.77	1626.49	1460.5	1558.36	1839.56	1736.38	1521.46	1509.34	1401.31	1737.54	1534.72	2091.99	0	1399.45	1419.08
PWY-7337	311.141	237.772	304.257	234.364	247.122	269.53	240.832	234.785	257.724	0	231.814	296.599	273.357	246.34	249.395	303.209	228.111	247.131	294.443	224.654	260.308	252.099	269.425	194.32	272.875	245.397	262.459	307.855	290.475	255.215	253.141	236.487	291.065	258.095	349.991	0	235.487	239.286
PWY-7338	311.141	237.772	304.257	234.364	247.122	269.53	240.832	234.785	257.724	0	231.814	296.599	273.357	246.34	249.395	303.209	228.111	247.131	294.443	224.654	260.308	252.099	269.425	194.32	272.875	245.397	262.459	307.855	290.475	255.215	253.141	236.487	291.065	258.095	349.991	0	235.487	239.286
PWY-7339	622.217	475.545	608.348	468.689	494.012	538.846	481.457	469.324	514.998	0	463.435	593.072	545.645	490.561	498.513	606.418	455.425	493.578	588.359	448.302	519.692	502.336	538.813	388.224	545.675	489.714	524.653	615.317	580.457	509.91	505.95	472.222	582.084	515.523	699.896	0	470.744	477.838
